1,1,25000,50,256.103235
2,1,25000,50,127.050904
3,1,25000,50,83.924234
4,1,25000,50,62.543200
5,1,25000,50,49.980205
6,1,25000,50,41.771380
7,1,25000,50,35.611178
8,1,25000,50,30.989409
9,1,25000,50,27.267318
10,1,25000,50,24.291194
11,1,25000,50,22.087048
12,1,25000,50,20.224619
13,1,25000,50,18.664610
14,1,25000,50,17.349305
15,1,25000,50,16.176889
16,1,25000,50,15.174516
17,1,25000,50,14.309891
18,1,25000,50,13.455060
19,1,25000,50,12.704993
20,1,25000,50,12.049373
21,1,25000,50,11.502346
22,1,25000,50,10.945360
23,1,25000,50,10.462789
24,1,25000,50,10.041825
25,1,25000,50,9.585704
26,1,25000,50,9.210727
27,1,25000,50,8.868742
28,1,25000,50,8.536246
29,1,25000,50,8.272569
30,1,25000,50,7.943937
31,1,25000,50,7.704195
32,1,25000,50,7.434730
33,1,25000,50,7.215025
34,1,25000,50,6.991820
35,1,25000,50,6.789287
36,1,25000,50,6.592590
37,1,25000,50,6.386832
38,1,25000,50,6.226796
39,1,25000,50,6.072819
40,1,25000,50,5.918582
41,1,25000,50,5.785020
42,1,25000,50,5.649228
43,1,25000,50,5.514938
44,1,25000,50,5.395384
45,1,25000,50,5.291350
46,1,25000,50,5.171253
47,1,25000,50,5.052813
48,1,25000,50,4.973384
49,1,25000,50,4.871889
50,1,25000,50,4.768163
51,1,25000,50,4.691703
52,1,25000,50,4.603576
53,1,25000,50,4.509324
54,1,25000,50,4.473392
55,1,25000,50,4.371171
56,1,25000,50,4.289587
57,1,25000,50,4.216700
58,1,25000,50,4.069004
59,1,25000,50,4.014285
60,1,25000,50,3.942804
61,1,25000,50,3.947041
62,1,25000,50,3.816913
63,1,25000,50,3.767896
64,1,25000,50,3.726189
65,1,25000,50,3.688972
66,1,25000,50,3.622482
67,1,25000,50,3.587400
68,1,25000,50,3.523923
69,1,25000,50,3.503603
70,1,25000,50,3.427231
71,1,25000,50,3.394549
72,1,25000,50,3.348574
73,1,25000,50,3.308413
74,1,25000,50,3.259725
75,1,25000,50,3.221036
76,1,25000,50,3.182970
77,1,25000,50,3.156569
78,1,25000,50,3.106500
79,1,25000,50,3.083817
80,1,25000,50,3.039104
81,1,25000,50,3.000510
82,1,25000,50,2.952791
83,1,25000,50,2.921781
84,1,25000,50,2.905054
85,1,25000,50,2.860366
86,1,25000,50,2.817037
87,1,25000,50,2.789409
88,1,25000,50,2.779855
89,1,25000,50,2.780489
90,1,25000,50,2.716788
91,1,25000,50,2.692480
92,1,25000,50,2.662349
93,1,25000,50,2.619638
94,1,25000,50,2.589646
95,1,25000,50,2.605882
96,1,25000,50,2.565862
97,1,25000,50,2.525589
98,1,25000,50,2.500309
99,1,25000,50,2.485933
100,1,25000,50,2.437374
101,1,25000,50,2.426127
102,1,25000,50,2.408841
103,1,25000,50,2.380000
104,1,25000,50,2.369630
105,1,25000,50,2.354374
106,1,25000,50,2.320224
107,1,25000,50,2.304369
108,1,25000,50,2.274727
109,1,25000,50,2.270372
110,1,25000,50,2.241559
111,1,25000,50,2.250879
112,1,25000,50,2.207650
113,1,25000,50,2.200956
114,1,25000,50,2.161801
115,1,25000,50,2.148440
116,1,25000,50,2.135749
117,1,25000,50,2.121749
118,1,25000,50,2.104339
119,1,25000,50,2.096300
120,1,25000,50,2.065407
121,1,25000,50,2.057190
122,1,25000,50,2.043180
123,1,25000,50,2.045545
124,1,25000,50,2.489899
125,1,25000,50,2.019589
126,1,25000,50,1.997348
127,1,25000,50,1.971499
128,1,25000,50,1.958370
