1,12,15000,50,9.360095
2,12,21214,50,9.851056
3,12,25981,50,9.987699
4,12,30000,50,10.155745
5,12,33542,50,10.428650
6,12,36743,50,10.451262
1,12,15000,50,9.376160
2,12,21214,50,9.832490
3,12,25981,50,10.050401
4,12,30000,50,10.339287
5,12,33542,50,9.999052
6,12,36743,50,10.355612
1,12,15000,50,9.374250
2,12,21214,50,9.862597
3,12,25981,50,10.044847
4,12,30000,50,10.178973
5,12,33542,50,10.075172
6,12,36743,50,10.283939
1,12,15000,50,9.379327
2,12,21214,50,9.891310
3,12,25981,50,10.020944
4,12,30000,50,10.097009
5,12,33542,50,10.103515
6,12,36743,50,10.501825
