1,12,25000,50,309.702951
2,12,25000,50,147.101297
3,12,25000,50,97.650743
4,12,25000,50,73.314704
5,12,25000,50,59.529216
6,12,25000,50,49.291231
7,12,25000,50,42.585872
8,12,25000,50,37.229275
9,12,25000,50,32.936241
10,12,25000,50,29.191983
11,12,25000,50,26.507196
12,12,25000,50,24.336541
13,12,25000,50,22.457392
14,12,25000,50,20.837437
15,12,25000,50,19.428611
16,12,25000,50,18.226468
17,12,25000,50,17.161897
18,12,25000,50,16.210153
19,12,25000,50,15.359637
20,12,25000,50,14.607896
21,12,25000,50,13.909268
22,12,25000,50,13.282771
23,12,25000,50,12.696961
24,12,25000,50,12.175742
25,12,25000,50,12.274755
26,12,25000,50,11.862375
27,12,25000,50,11.380626
28,12,25000,50,10.687269
29,12,25000,50,10.649807
30,12,25000,50,10.249855
31,12,25000,50,9.738817
32,12,25000,50,9.710238
33,12,25000,50,9.155826
34,12,25000,50,9.150980
35,12,25000,50,8.952141
36,12,25000,50,8.643574
37,12,25000,50,8.038746
38,12,25000,50,7.836428
39,12,25000,50,7.812652
40,12,25000,50,7.487491
41,12,25000,50,7.502550
42,12,25000,50,7.349184
43,12,25000,50,7.072018
44,12,25000,50,6.928547
45,12,25000,50,6.757147
46,12,25000,50,6.454161
47,12,25000,50,6.445827
48,12,25000,50,6.448942
49,12,25000,50,6.270411
50,12,25000,50,6.217368
51,12,25000,50,6.213566
52,12,25000,50,6.154600
53,12,25000,50,5.791338
54,12,25000,50,5.712350
55,12,25000,50,5.626940
56,12,25000,50,5.490290
57,12,25000,50,5.506691
