1,12,25000,50,292.420076
2,12,25000,50,151.809876
3,12,25000,50,101.117231
4,12,25000,50,76.188112
5,12,25000,50,61.051213
6,12,25000,50,50.700298
7,12,25000,50,43.776434
8,12,25000,50,38.064304
9,12,25000,50,33.962960
10,12,25000,50,30.496947
11,12,25000,50,27.691451
12,12,25000,50,25.171618
13,12,25000,50,23.225929
14,12,25000,50,21.576312
15,12,25000,50,20.092661
16,12,25000,50,18.841160
17,12,25000,50,17.738490
18,12,25000,50,16.762901
19,12,25000,50,15.891262
20,12,25000,50,15.092324
21,12,25000,50,14.376092
22,12,25000,50,13.734794
23,12,25000,50,13.139158
24,12,25000,50,12.601802
